aircraft_category,aircraft_damage,amateur_built,broad_phase_of_flight,engine_type,event_date,far_description,location,make,model,number_of_engines,purpose_of_flight,weather_condition,month,weekday,fatality,state,make_transformed,make_transformed_all,far_transformed,time_var
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-06-19,Part 91: General Aviation,"Shreveport, LA",CESSNA,172,1.0,Personal,VMC,6,4,1,LA,cessna,cessna,Part_91_General_Aviation,0.4465971187282663
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-06-14,Part 91: General Aviation,"Palmyra, PA",CESSNA,T210,1.0,Personal,VMC,6,6,0,PA,cessna,cessna,Part_91_General_Aviation,0.44411326378539495
Airplane,Substantial,No,LANDING,Reciprocating,2015-06-10,Part 91: General Aviation,"Pueblo, CO",DIAMOND AIRCRAFT IND INC,DA 20 C1,1.0,Instructional,VMC,6,2,0,CO,diamond,diamond,Part_91_General_Aviation,0.44212617983109787
Airplane,Substantial,No,LANDING,Reciprocating,2015-06-06,Part 91: General Aviation,"Addison, TX",CESSNA,172R,1.0,Instructional,VMC,6,5,0,TX,cessna,cessna,Part_91_General_Aviation,0.4401390958768008
Airplane,Substantial,Yes,NOT-SPECIFIED,Reciprocating,2015-06-06,Part 91: General Aviation,"Alpine, TX",BELCHER,CH601XLB,1.0,Flight_Test,VMC,6,5,0,TX,other,belcher,Part_91_General_Aviation,0.4401390958768008
Airplane,Substantial,No,LANDING,Reciprocating,2015-05-28,Part 91: General Aviation,"Beaver Falls, PA",CESSNA,172R,1.0,Instructional,VMC,5,3,0,PA,cessna,cessna,Part_91_General_Aviation,0.4356681569796324
Helicopter,Substantial,No,NOT-SPECIFIED,Turbo_Shaft,2015-05-28,Part 137: Agricultural,"Fort Pierre, SD",BELL,47G 3B 1,1.0,Aerial_Application,VMC,5,3,0,SD,bell,bell,Part_137_Agricultural,0.4356681569796324
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2015-05-26,Part 91: General Aviation,"Tulia, TX",CESSNA,TR182,Unknown,Personal,VMC,5,1,0,TX,cessna,cessna,Part_91_General_Aviation,0.43467461500248383
Airplane,Substantial,No,DESCENT,Reciprocating,2015-05-17,Part 91: General Aviation,"Durango, CO",CESSNA,150C,1.0,Personal,VMC,5,6,0,CO,cessna,cessna,Part_91_General_Aviation,0.43020367610531546
Airplane,Substantial,No,LANDING,Reciprocating,2015-05-13,Part 91: General Aviation,"Tullahoma, TN",MEUER GARY D,V STAR,1.0,Personal,VMC,5,2,0,TN,other,meuer,Part_91_General_Aviation,0.42821659215101837
Airplane,Substantial,Yes,LANDING,Reciprocating,2015-05-08,Part 91: General Aviation,"Canandaigua, NY",BUHLMANN HOWARD,HB-1,1.0,Personal,VMC,5,4,0,NY,other,buhlmann,Part_91_General_Aviation,0.425732737208147
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-05-02,Part 91: General Aviation,"Orange, TX",BEECH,B35,1.0,Instructional,VMC,5,5,0,TX,beech,beech,Part_91_General_Aviation,0.4227521112767014
Airplane,Substantial,No,LANDING,Reciprocating,2015-04-18,Part 91: General Aviation,"Slate Hill, NY",CESSNA,150M,1.0,Personal,VMC,4,5,0,NY,cessna,cessna,Part_91_General_Aviation,0.4157973174366617
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-03-27,Part 91: General Aviation,"Pine River, MN",PIPER,J-4A,1.0,Personal,VMC,3,4,1,MN,piper,piper,Part_91_General_Aviation,0.4048683556880278
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2015-03-26,Part 91: General Aviation,"Townsend, MT",PIPER,PA32R - 301,1.0,Personal,IMC,3,3,1,MT,piper,piper,Part_91_General_Aviation,0.40437158469945356
Helicopter,Destroyed,No,NOT-SPECIFIED,Reciprocating,2015-03-22,Part 91: General Aviation,"Orlando, FL",ROBINSON HELICOPTER COMPANY,R44 II,1.0,Personal,VMC,3,6,1,FL,robinson,robinson,Part_91_General_Aviation,0.40238450074515647
Airplane,Substantial,No,LANDING,Reciprocating,2015-03-20,Part 91: General Aviation,"Fuquay-Varina, NC",DIAMOND AIRCRAFT IND INC,DA40,1.0,Personal,VMC,3,4,0,NC,diamond,diamond,Part_91_General_Aviation,0.40139095876800795
Airplane,Substantial,No,APPROACH,Turbo_Prop,2015-03-19,Part 121: Air Carrier,"Springfield, MO",EMBRAER,EMB 145LR,2.0,Air_Carrier,IMC,3,3,0,MO,other,embraer,Part_121_Air_Carrier,0.4008941877794337
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2015-03-16,Part 91: General Aviation,"JUDA, WI",BEECH,76,2.0,Personal,VMC,3,0,0,WI,beech,beech,Part_91_General_Aviation,0.39940387481371087
Helicopter,Substantial,No,NOT-SPECIFIED,Turbo_Shaft,2015-03-05,Part 91: General Aviation,"Justin, TX",BELL,407,1.0,Instructional,VMC,3,3,0,TX,bell,bell,Part_91_General_Aviation,0.3939393939393939
Airplane,Substantial,No,APPROACH,Reciprocating,2015-01-13,Part 91: General Aviation,"New Smyrna Beach, FL",CESSNA,152,1.0,Personal,IMC,1,1,1,FL,cessna,cessna,Part_91_General_Aviation,0.36860407352210633
Helicopter,Substantial,No,MANEUVERING,Turbo_Shaft,2015-12-15,Part 135: Air Taxi & Commuter,"Superior, AZ",AIRBUS Helicopters,AS350,2.0,Air_Carrier,VMC,12,1,1,AZ,airbus,airbus,Part_135_Air_Taxi__Commuter,0.5355191256830601
Helicopter,Substantial,No,MANEUVERING,Turbo_Shaft,2015-11-02,Part 135: Air Taxi & Commuter,"San Antonio, TX",BELL,407,1.0,Air_Carrier,VMC,11,0,0,TX,bell,bell,Part_135_Air_Taxi__Commuter,0.5141579731743666
Airplane,Substantial,No,APPROACH,Reciprocating,2015-10-26,Part 91: General Aviation,"Weston, FL",PIPER,PA31,2.0,Business,VMC,10,0,1,FL,piper,piper,Part_91_General_Aviation,0.5106805762543467
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2015-10-18,Part 91: General Aviation,"Campobello, SC",CESSNA,172,1.0,Personal,VMC,10,6,0,SC,cessna,cessna,Part_91_General_Aviation,0.5067064083457526
Airplane,Destroyed,No,TAKEOFF,Reciprocating,2015-10-14,Part 91: General Aviation,"Missoula, MT",BUCKER JUNGMEISTER,BU 133,1.0,Personal,VMC,10,2,1,MT,other,bucker,Part_91_General_Aviation,0.5047193243914555
Airplane,Destroyed,No,TAKEOFF,Reciprocating,2015-10-14,Part 91: General Aviation,"Hammond, LA",CESSNA,421B,2.0,Business,VMC,10,2,1,LA,cessna,cessna,Part_91_General_Aviation,0.5047193243914555
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-10-07,Part 91: General Aviation,"Knoxville, TN",BEECH,S35,1.0,Personal,VMC,10,2,0,TN,beech,beech,Part_91_General_Aviation,0.5012419274714357
Airplane,Substantial,No,LANDING,Reciprocating,2015-09-24,Part 91: General Aviation,"Ely, NV",CESSNA,T182T,1.0,Personal,VMC,9,3,0,NV,cessna,cessna,Part_91_General_Aviation,0.4947839046199702
Airplane,Substantial,No,LANDING,Reciprocating,2015-09-24,Part 91: General Aviation,"McCall, ID",CESSNA,180,1.0,Personal,VMC,9,3,0,ID,cessna,cessna,Part_91_General_Aviation,0.4947839046199702
Helicopter,Substantial,No,NOT-SPECIFIED,Reciprocating,2015-08-25,Part 91: General Aviation,"Ketchum, OK",ROBINSON HELICOPTER COMPANY,R44 II,1.0,Personal,VMC,8,1,0,OK,robinson,robinson,Part_91_General_Aviation,0.4798807749627422
Helicopter,Substantial,No,MANEUVERING,Reciprocating,2015-08-22,Part 91: General Aviation,"Carlos, TX",ROBINSON HELICOPTER COMPANY,R44 II,1.0,Business,VMC,8,5,0,TX,robinson,robinson,Part_91_General_Aviation,0.4783904619970194
Airplane,Substantial,No,LANDING,Reciprocating,2015-08-22,Part 135: Air Taxi & Commuter,"HOMER, AK",CESSNA,180,1.0,Air_Carrier,VMC,8,5,0,AK,cessna,cessna,Part_135_Air_Taxi__Commuter,0.4783904619970194
Airplane,Substantial,No,LANDING,Reciprocating,2015-08-19,Part 91: General Aviation,"Kalispell, MT",CESSNA,172N,1.0,Personal,VMC,8,2,0,MT,cessna,cessna,Part_91_General_Aviation,0.47690014903129657
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2015-08-17,Part 91: General Aviation,"Chiefland, FL",CESSNA,172K,1.0,Personal,VMC,8,0,0,FL,cessna,cessna,Part_91_General_Aviation,0.47590660705414806
Helicopter,Substantial,No,MANEUVERING,Turbo_Shaft,2015-08-16,Public Use,"Whittier, CA",BELL,412,2.0,Firefighting,VMC,8,6,0,CA,bell,bell,Public_Use,0.47540983606557374
Helicopter,Substantial,No,LANDING,Reciprocating,2015-08-13,Part 91: General Aviation,"Caldwell, ID",ROBINSON HELICOPTER,R22 BETA,1.0,Instructional,VMC,8,3,0,ID,robinson,robinson,Part_91_General_Aviation,0.47391952309985097
Airplane,Substantial,No,APPROACH,Reciprocating,2015-08-11,Part 91: General Aviation,"Brookfield, MO",CESSNA,150,1.0,Personal,VMC,8,1,0,MO,cessna,cessna,Part_91_General_Aviation,0.47292598112270245
Airplane,Substantial,No,CRUISE,Reciprocating,2015-08-09,Part 91: General Aviation,"Harrisburg, IL",GRUMMAN AMERICAN AVN. CORP.,AA 5A,1.0,Personal,VMC,8,6,1,IL,grumman,grumman,Part_91_General_Aviation,0.4719324391455539
Airplane,NOT-SPECIFIED,No,NOT-SPECIFIED,Turbo_Fan,2015-08-07,Part 121: Air Carrier,"South Lake Tahoe, CA",EMBRAER,E175,2.0,Air_Carrier,VMC,8,4,0,CA,other,embraer,Part_121_Air_Carrier,0.47093889716840537
Airplane,Substantial,Yes,LANDING,Reciprocating,2015-08-04,Part 91: General Aviation,"Kingman, KS",STICK & RAG FLYING CLUB,CB 1,1.0,Personal,VMC,8,1,0,KS,other,stick,Part_91_General_Aviation,0.46944858420268254
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-07-23,Part 91: General Aviation,"Eagles Mere, PA",KINNER,SPORTSTER B,1.0,Personal,VMC,7,3,0,PA,other,kinner,Part_91_General_Aviation,0.46348733233979134
Airplane,Destroyed,No,TAKEOFF,Reciprocating,2015-07-19,Part 91: General Aviation,"Las Vegas, NV",PIPER,PA 28-181,1.0,Personal,VMC,7,6,0,NV,piper,piper,Part_91_General_Aviation,0.4615002483854943
Airplane,Substantial,Yes,LANDING,Unknown,2015-07-19,Part 91: General Aviation,"Land O' Lakes, WI",ROBERTS BRUCE W,VANS AIRCRAFT RV 9A,Unknown,Personal,VMC,7,6,0,WI,other,roberts,Part_91_General_Aviation,0.4615002483854943
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-07-18,Part 91: General Aviation,"Hanksville, UT",CESSNA,182Q,1.0,Personal,VMC,7,5,0,UT,cessna,cessna,Part_91_General_Aviation,0.46100347739692005
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-07-17,Part 91: General Aviation,"Anoka, MN",CESSNA,172RG,1.0,Personal,VMC,7,4,0,MN,cessna,cessna,Part_91_General_Aviation,0.46050670640834573
Weight-Shift,Substantial,No,TAKEOFF,Reciprocating,2015-07-14,Part 91: General Aviation,"Clark, SD",AIR CREATION,CLIPPER 582,1.0,Personal,VMC,7,1,0,SD,air,air,Part_91_General_Aviation,0.45901639344262296
Airplane,Substantial,No,LANDING,Reciprocating,2015-07-11,Part 91: General Aviation,"Batavia, NY",BRANDT LEROY E,CHALLENGER II,1.0,Personal,VMC,7,5,0,NY,other,brandt,Part_91_General_Aviation,0.45752608047690013
Airplane,Substantial,No,MANEUVERING,Reciprocating,2015-07-09,Part 137: Agricultural,"Hatch, NM",WEATHERLY AVIATION CO INC,620B,1.0,Aerial_Application,VMC,7,3,0,NM,other,weatherly,Part_137_Agricultural,0.4565325384997516
Airplane,Substantial,No,APPROACH,Reciprocating,2015-06-29,Part 91: General Aviation,"Oak Harbor, WA",CESSNA,182D,1.0,Skydiving,VMC,6,0,0,WA,cessna,cessna,Part_91_General_Aviation,0.45156482861400893
Airplane,Substantial,No,LANDING,Reciprocating,2015-06-19,Part 91: General Aviation,"Clearwater, FL",BEECH,B 55,2.0,Personal,VMC,6,4,0,FL,beech,beech,Part_91_General_Aviation,0.4465971187282663
Airplane,NOT-SPECIFIED,No,NOT-SPECIFIED,Turbo_Fan,2015-06-10,Part 121: Air Carrier,"McCook, NE",BOMBARDIER INC,CL600 2D24,2.0,Air_Carrier,UNK,6,2,0,NE,other,bombardier,Part_121_Air_Carrier,0.44212617983109787
Airplane,Substantial,No,MANEUVERING,Reciprocating,2015-05-31,Part 91: General Aviation,"Skwentna, AK",PIPER,PA 22,1.0,Personal,VMC,5,6,0,AK,piper,piper,Part_91_General_Aviation,0.4371584699453552
Airplane,Substantial,No,LANDING,Reciprocating,2015-05-30,Part 91: General Aviation,"Harlingen, TX",CESSNA,150F,1.0,Instructional,VMC,5,5,0,TX,cessna,cessna,Part_91_General_Aviation,0.4366616989567809
Airplane,Substantial,No,LANDING,Reciprocating,2015-05-25,Part 91: General Aviation,"Mitchellville, MD",CESSNA,172P,1.0,Personal,VMC,5,0,0,MD,cessna,cessna,Part_91_General_Aviation,0.4341778440139096
Airplane,Substantial,No,LANDING,Turbo_Prop,2015-05-12,Part 91: General Aviation,"Crownpoint, NM",PILATUS,PC12 - 45,1.0,Positioning,VMC,5,1,0,NM,other,pilatus,Part_91_General_Aviation,0.4277198211624441
Airplane,Substantial,No,LANDING,Reciprocating,2015-05-12,Part 91: General Aviation,"Inverness, FL",TAYLORCRAFT,BC-12D,1.0,Personal,VMC,5,1,0,FL,taylorcraft,taylorcraft,Part_91_General_Aviation,0.4277198211624441
Airplane,Substantial,No,LANDING,Reciprocating,2015-04-03,Part 91: General Aviation,"Fort Myers, FL",CESSNA,182R,1.0,Personal,VMC,4,4,0,FL,cessna,cessna,Part_91_General_Aviation,0.4083457526080477
Airplane,Substantial,No,TAKEOFF,Turbo_Jet,2015-03-11,Public Use,"Yuma, AZ",BAE SYSTEMS,MK-67 HAWK,1.0,Public_Aircraft,VMC,3,2,1,AZ,other,bae,Public_Use,0.3969200198708395
Airplane,Substantial,Yes,APPROACH,Reciprocating,2015-03-08,Part 91: General Aviation,"Dayton, NV",JIMENEZ,VANS RV 7A,1.0,Personal,VMC,3,6,0,NV,other,jimenez,Part_91_General_Aviation,0.39542970690511675
Airplane,Substantial,No,LANDING,Turbo_Fan,2015-03-05,Part 121: Air Carrier,"New York, NY",MCDONNELL DOUGLAS AIRCRAFT CO,MD 88,Unknown,Air_Carrier,IMC,3,3,0,NY,mcdonnell,mcdonnell,Part_121_Air_Carrier,0.3939393939393939
Helicopter,Substantial,No,MANEUVERING,Turbo_Shaft,2015-02-19,Part 137: Agricultural,"Shelton, WA",BELL/GARLICK,UH 1H,1.0,External_Load,VMC,2,3,0,WA,bell,bell,Part_137_Agricultural,0.3869846000993542
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2015-01-25,Part 91: General Aviation,"Makaha, HI",CESSNA,172N,1.0,Personal,VMC,1,6,0,HI,cessna,cessna,Part_91_General_Aviation,0.37456532538499754
Airplane,Substantial,Yes,TAKEOFF,Reciprocating,2015-01-09,Part 91: General Aviation,"Van Nuys, CA",GIBBS,LANCAIR 320,1.0,Personal,VMC,1,4,1,CA,other,gibbs,Part_91_General_Aviation,0.36661698956780925
Airplane,Substantial,No,TAXI,Reciprocating,2015-12-26,Part 91: General Aviation,"Punta Gorda, FL",CESSNA,172,1.0,Instructional,VMC,12,5,0,FL,cessna,cessna,Part_91_General_Aviation,0.5409836065573771
Airplane,Substantial,No,LANDING,Reciprocating,2015-11-24,Part 91: General Aviation,"Hamlet, NE",CESSNA,182D,1.0,Personal,VMC,11,1,0,NE,cessna,cessna,Part_91_General_Aviation,0.5250869349230005
Airplane,Substantial,No,LANDING,Reciprocating,2015-11-22,Part 91: General Aviation,"Covington, TN",CESSNA,172,1.0,Personal,VMC,11,6,0,TN,cessna,cessna,Part_91_General_Aviation,0.524093392945852
Airplane,Substantial,No,LANDING,Turbo_Prop,2015-11-06,Part 91: General Aviation,"Atlanta, GA",CESSNA,P210,1.0,Business,VMC,11,4,0,GA,cessna,cessna,Part_91_General_Aviation,0.5161450571286637
Helicopter,Substantial,No,TAKEOFF,Reciprocating,2015-11-04,Part 91: General Aviation,"Mount Pocono, PA",SCHWEIZER,269C 1,1.0,Instructional,VMC,11,2,0,PA,schweizer,schweizer,Part_91_General_Aviation,0.5151515151515151
Airplane,Destroyed,Yes,CRUISE,Reciprocating,2015-10-26,Part 91: General Aviation,"Pascagoula, MS",SCHUMACHER,Lancair Super ES,1.0,Business,IMC,10,0,1,MS,other,schumacher,Part_91_General_Aviation,0.5106805762543467
Airplane,Substantial,No,LANDING,Reciprocating,2015-10-20,Part 91: General Aviation,"FORT BENTON, MT",CESSNA,140,1.0,Personal,VMC,10,1,0,MT,cessna,cessna,Part_91_General_Aviation,0.5076999503229012
Airplane,Substantial,No,CLIMB,Reciprocating,2015-10-15,Part 91: General Aviation,"Swan Valley, ID",AVIAT,A-1C-200,1.0,Personal,VMC,10,3,1,ID,aviat,aviat,Part_91_General_Aviation,0.5052160953800298
Airplane,Substantial,No,LANDING,Reciprocating,2015-10-10,Part 91: General Aviation,"Tucson, AZ",CESSNA,310J,2.0,Personal,VMC,10,5,0,AZ,cessna,cessna,Part_91_General_Aviation,0.5027322404371585
Airplane,Substantial,Yes,LANDING,Reciprocating,2015-10-05,Part 91: General Aviation,"BRYAN, TX",BOGLE ABSEY C,BREEZY RLU-1,1.0,Personal,VMC,10,0,0,TX,other,bogle,Part_91_General_Aviation,0.5002483854942872
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-09-30,Part 91: General Aviation,"Houston, TX",BEECH,V35B,1.0,Personal,VMC,9,2,0,TX,beech,beech,Part_91_General_Aviation,0.4977645305514158
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-09-29,Part 91: General Aviation,"Lake City, CO",CUBCRAFTERS,CC11-160,1.0,Personal,VMC,9,1,0,CO,other,cubcrafters,Part_91_General_Aviation,0.4972677595628415
Airplane,Substantial,No,STANDING,Reciprocating,2015-09-24,Part 91: General Aviation,"Thermal, CA",CESSNA,177,1.0,Personal,VMC,9,3,0,CA,cessna,cessna,Part_91_General_Aviation,0.4947839046199702
Helicopter,Substantial,No,TAKEOFF,Reciprocating,2015-09-19,Part 91: General Aviation,"Hartford, AL",HUGHES,269B,1.0,Personal,VMC,9,5,0,AL,hughes,hughes,Part_91_General_Aviation,0.49230004967709884
Airplane,Substantial,No,LANDING,Reciprocating,2015-09-16,Part 91: General Aviation,"Nutwood, IL",CESSNA,172P,1.0,Personal,VMC,9,2,0,IL,cessna,cessna,Part_91_General_Aviation,0.49080973671137607
Airplane,Substantial,No,LANDING,Reciprocating,2015-09-10,Part 135: Air Taxi & Commuter,"Gary, IN",BEECH,58,2.0,Air_Carrier,VMC,9,3,0,IN,beech,beech,Part_135_Air_Taxi__Commuter,0.48782911077993046
Airplane,Substantial,Yes,LANDING,Reciprocating,2015-09-09,Part 91: General Aviation,"Cahokia, IL",BROWN MARK,SPACE WALKER,1.0,Instructional,VMC,9,2,0,IL,other,brown,Part_91_General_Aviation,0.4873323397913562
Airplane,Substantial,No,LANDING,Reciprocating,2015-09-02,Part 91: General Aviation,"North Pole, AK",PIPER,PA 28-140,1.0,Personal,VMC,9,2,0,AK,piper,piper,Part_91_General_Aviation,0.4838549428713363
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-08-27,Part 91: General Aviation,"San Carlos, CA",DOVA AIRCRAFT,DV-1,1.0,Personal,VMC,8,3,0,CA,other,dova,Part_91_General_Aviation,0.4808743169398907
Airplane,Substantial,No,LANDING,Reciprocating,2015-08-11,Part 91: General Aviation,"Driggs, ID",CESSNA,170B,1.0,Personal,VMC,8,1,0,ID,cessna,cessna,Part_91_General_Aviation,0.47292598112270245
Airplane,Substantial,No,LANDING,Reciprocating,2015-07-17,Part 91: General Aviation,"Alexandria, IN",ERCOUPE,415-C,1.0,Personal,VMC,7,4,0,IN,other,ercoupe,Part_91_General_Aviation,0.46050670640834573
Airplane,Substantial,No,LANDING,Reciprocating,2015-07-10,Part 91: General Aviation,"Buffalo, NY",CESSNA,170,1.0,Personal,VMC,7,4,0,NY,cessna,cessna,Part_91_General_Aviation,0.4570293094883259
Airplane,NOT-SPECIFIED,No,NOT-SPECIFIED,Turbo_Fan,2015-06-30,Part 121: Air Carrier,"Salt Lake City, UT",BOEING,737 832,2.0,Air_Carrier,UNK,6,1,0,UT,boeing,boeing,Part_121_Air_Carrier,0.4520615996025832
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-06-29,Part 91: General Aviation,"Blanding, UT",CESSNA,337,2.0,Personal,VMC,6,0,0,UT,cessna,cessna,Part_91_General_Aviation,0.45156482861400893
Airplane,Substantial,No,LANDING,Reciprocating,2015-06-27,Part 135: Air Taxi & Commuter,"Anchorage, AK",CESSNA,U206G,1.0,Air_Carrier,VMC,6,5,0,AK,cessna,cessna,Part_135_Air_Taxi__Commuter,0.4505712866368604
Airplane,Substantial,No,MANEUVERING,Reciprocating,2015-06-14,Part 137: Agricultural,"Van Horn, TX",WEATHERLY AVIATION CO INC,620A,Unknown,Aerial_Application,VMC,6,6,0,TX,other,weatherly,Part_137_Agricultural,0.44411326378539495
Airplane,Substantial,No,LANDING,Reciprocating,2015-06-13,Part 91: General Aviation,"Westminster, MD",CESSNA,182P,1.0,Instructional,VMC,6,5,0,MD,cessna,cessna,Part_91_General_Aviation,0.44361649279682064
Airplane,Substantial,No,LANDING,Reciprocating,2015-06-06,Part 91: General Aviation,"Vichey, MO",CESSNA,180,1.0,Personal,VMC,6,5,0,MO,cessna,cessna,Part_91_General_Aviation,0.4401390958768008
Airplane,Substantial,No,NOT-SPECIFIED,Turbo_Prop,2015-06-04,Part 135: Air Taxi & Commuter,"Skwentna, AK",DEHAVILLAND,DHC-3T,1.0,Air_Carrier,IMC,6,3,0,AK,dehavilland,dehavilland,Part_135_Air_Taxi__Commuter,0.43914555389965226
Glider,Destroyed,No,NOT-SPECIFIED,Reciprocating,2015-06-03,Part 91: General Aviation,"Lamy, NM",SCHLEICHER,ASW27 - 18E,1.0,Personal,VMC,6,2,1,NM,other,schleicher,Part_91_General_Aviation,0.438648782911078
Airplane,Substantial,No,LANDING,Reciprocating,2015-05-29,Part 91: General Aviation,"Sunriver, OR",BEECH,D35,1.0,Personal,VMC,5,4,0,OR,beech,beech,Part_91_General_Aviation,0.43616492796820666
Helicopter,Substantial,No,MANEUVERING,Turbo_Shaft,2015-05-29,Part 91: General Aviation,"Caledonia, MI",BELL,206 - B11,1.0,Aerial_Observation,VMC,5,4,0,MI,bell,bell,Part_91_General_Aviation,0.43616492796820666
Airplane,Substantial,No,LANDING,Reciprocating,2015-05-14,Part 91: General Aviation,"Anchorage, AK",PIPER,PA 18-150,1.0,Personal,VMC,5,3,0,AK,piper,piper,Part_91_General_Aviation,0.42871336313959263
Glider,Substantial,No,TAKEOFF,Reciprocating,2015-05-06,Part 91: General Aviation,"Deer Park, WA",ISSOIRE SIREN,PIK 30,1.0,Personal,VMC,5,2,0,WA,other,issoire,Part_91_General_Aviation,0.4247391952309985
Airplane,Substantial,No,STANDING,Reciprocating,2015-05-03,Part 91: General Aviation,"ST MARYS, PA",CESSNA,182T,1.0,Personal,VMC,5,6,0,PA,cessna,cessna,Part_91_General_Aviation,0.4232488822652757
Airplane,Substantial,No,LANDING,Reciprocating,2015-04-23,Part 91: General Aviation,"Jacksonville, FL",BEECH,D95,2.0,Personal,VMC,4,3,0,FL,beech,beech,Part_91_General_Aviation,0.41828117237953305
Glider,Substantial,No,TAKEOFF,Unknown,2015-04-11,Part 91: General Aviation,"Prescott Valley, AZ",SCHEMPP-HIRTH,STANDARD CIRRUS,0.0,Glider_Tow,VMC,4,5,1,AZ,other,schempp,Part_91_General_Aviation,0.41231992051664185
Airplane,Substantial,No,GO-AROUND,Reciprocating,2015-04-07,Part 91: General Aviation,"Bloomington, IL",CESSNA,414A,2.0,Personal,IMC,4,1,1,IL,cessna,cessna,Part_91_General_Aviation,0.41033283656234476
Airplane,Substantial,No,LANDING,Reciprocating,2015-04-06,Part 91: General Aviation,"FARMINGDALE, NJ",CESSNA,152,1.0,Personal,VMC,4,0,0,NJ,cessna,cessna,Part_91_General_Aviation,0.4098360655737705
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-04-04,Part 91: General Aviation,"Santa Maria, CA",PIPER,PA 28R-200,1.0,Personal,VMC,4,5,0,CA,piper,piper,Part_91_General_Aviation,0.40884252359662193
Airplane,Substantial,Yes,GO-AROUND,Reciprocating,2015-03-31,Part 91: General Aviation,"Walhalla, SC",G-DAWG LLC,JUST ACFT HIGHLANDER,1.0,Business,VMC,3,1,0,SC,other,g,Part_91_General_Aviation,0.4068554396423249
Helicopter,Substantial,Yes,UNKNOWN,Reciprocating,2015-03-28,Part 91: General Aviation,"Marquette, MI",GIACKINO DONALD W,ROTORWAY 162F,Unknown,Personal,VMC,3,5,0,MI,other,giackino,Part_91_General_Aviation,0.40536512667660207
Helicopter,Destroyed,No,NOT-SPECIFIED,Turbo_Shaft,2015-03-12,Part 135: Air Taxi & Commuter,"Eufaula, OK",EUROCOPTER,AS 350 B2,1.0,Air_Carrier,UNK,3,3,1,OK,eurocopter,eurocopter,Part_135_Air_Taxi__Commuter,0.39741679085941384
Airplane,Destroyed,No,NOT-SPECIFIED,Reciprocating,2015-03-02,Part 91: General Aviation,"Boynton Beach, FL",COLYAER SL,FREEDOM,1.0,Personal,VMC,3,0,1,FL,other,colyaer,Part_91_General_Aviation,0.39244908097367115
Helicopter,Substantial,No,MANEUVERING,Reciprocating,2015-02-01,Part 137: Agricultural,"Calexico, CA",ROBINSON HELICOPTER COMPANY,R44 II,1.0,Aerial_Application,VMC,2,6,0,CA,robinson,robinson,Part_137_Agricultural,0.3780427223050174
Airplane,Substantial,No,LANDING,Turbo_Fan,2015-12-23,Part 129: Foreign,"Telluride, CO",HAWKER,400,Unknown,Air_Carrier,IMC,12,2,0,CO,other,hawker,Part_129_Foreign,0.5394932935916542
Airplane,Destroyed,Yes,NOT-SPECIFIED,Reciprocating,2015-12-17,Part 91: General Aviation,"Greenville, FL",HINTON PAUL M,RV 4,1.0,Personal,IMC,12,3,1,FL,other,hinton,Part_91_General_Aviation,0.5365126676602087
Airplane,Substantial,No,MANEUVERING,Reciprocating,2015-12-13,Part 91: General Aviation,"Reidsville, NC",AERONCA,7BCM,1.0,Air_Drop,VMC,12,6,0,NC,aeronca,aeronca,Part_91_General_Aviation,0.5345255837059115
Airplane,Substantial,No,APPROACH,Reciprocating,2015-12-01,Part 91: General Aviation,"West Point, VA",GRUMMAN AMERICAN AVN. CORP.,AA 5,1.0,Personal,IMC,12,1,0,VA,grumman,grumman,Part_91_General_Aviation,0.5285643318430203
Airplane,Substantial,No,LANDING,Reciprocating,2015-11-24,Part 91: General Aviation,"Gaithersburg, MD",CESSNA,172,1.0,Instructional,VMC,11,1,0,MD,cessna,cessna,Part_91_General_Aviation,0.5250869349230005
Airplane,Substantial,No,TAKEOFF,Reciprocating,2015-11-02,Part 91: General Aviation,"DOUGLAS BISBEE, AZ",CESSNA,182,1.0,Instructional,VMC,11,0,0,AZ,cessna,cessna,Part_91_General_Aviation,0.5141579731743666
Airplane,Substantial,No,TAXI,Reciprocating,2015-10-14,Part 91: General Aviation,"Amarillo, TX",CESSNA,421,2.0,Instructional,VMC,10,2,0,TX,cessna,cessna,Part_91_General_Aviation,0.5047193243914555
